广东组播,#genre#
CCTV16-4K,http://10.0.0.2:4022/rtp/239.76.247.200:1234
CCTV16-4k1080PHDR,http://10.0.0.2:4022/rtp/239.76.246.230:1234
CCTV央视-8k,http://10.0.0.2:4022/rtp/239.76.254.199:9000
欢笑剧场-4K,http://10.0.0.2:4022/rtp/239.76.246.130:1234
凤凰中文1080P,http://10.0.0.2:4022/rtp/239.76.246.7:1234
凤凰中文1080P,http://10.0.0.2:4022/rtp/239.76.246.134:1234
凤凰资讯1080P,http://10.0.0.2:4022/rtp/239.76.246.8:1234
凤凰资讯1080P,http://10.0.0.2:4022/rtp/239.76.246.135:1234
CCTV4欧洲1080P,http://10.0.0.2:4022/rtp/239.76.246.95:1234
CCTV4美洲1080P,http://10.0.0.2:4022/rtp/239.76.246.96:1234
CGTN英语1080P,http://10.0.0.2:4022/rtp/239.76.245.66:1234
CGTN记录1080P,http://10.0.0.2:4022/rtp/239.76.245.67:1234
CGTN俄语1080P,http://10.0.0.2:4022/rtp/239.76.246.86:1234
CGTN法语1080P,http://10.0.0.2:4022/rtp/239.76.246.87:1234
CGTN西语1080P,http://10.0.0.2:4022/rtp/239.76.246.88:1234
CGTN阿语1080P,http://10.0.0.2:4022/rtp/239.76.246.97:1234
IPTV芒果热剧1080P,http://10.0.0.2:4022/rtp/239.76.245.194:1234
IPTV芒果乐搜1080P,http://10.0.0.2:4022/rtp/239.76.245.200:1234
IPTV芒果生活1080P,http://10.0.0.2:4022/rtp/239.76.245.201:1234
IPTV芒果热播1080P,http://10.0.0.2:4022/rtp/239.76.245.215:1234
IPTV高清院线1080P,http://10.0.0.2:4022/rtp/239.76.245.217:1234
IPTV抗战剧场1080P,http://10.0.0.2:4022/rtp/239.76.245.218:1234
IPTV古装剧场1080P,http://10.0.0.2:4022/rtp/239.76.245.219:1234
IPTV家庭剧场1080P,http://10.0.0.2:4022/rtp/239.76.245.220:1234
IPTV经典剧场1080P,http://10.0.0.2:4022/rtp/239.76.245.221:1234
IPTV广场热舞1080P,http://10.0.0.2:4022/rtp/239.76.245.134:1234
IPTV甜宠剧场1080P,http://10.0.0.2:4022/rtp/239.76.247.109:1234
IPTV精选热播1080P,http://10.0.0.2:4022/rtp/239.76.247.110:1234
IPTV综艺纪实1080P,http://10.0.0.2:4022/rtp/239.76.247.111:1234
IPTV搞笑动画1080P,http://10.0.0.2:4022/rtp/239.76.247.207:1234
IPTV故事频道1080P,http://10.0.0.2:4022/rtp/239.76.246.41:1234
IPTV戏曲频道1080P,http://10.0.0.2:4022/rtp/239.76.246.40:1234
IPTV健康之道1080P,http://10.0.0.2:4022/rtp/239.76.246.42:1234
IPTV芒果互娱1080P,http://10.0.0.2:4022/rtp/239.76.246.126:1234
IPTV电竞游戏1080P,http://10.0.0.2:4022/rtp/239.76.245.136:1234
CHC动作电影1080P,http://10.0.0.2:4022/rtp/239.76.245.243:1234
CHC高清电影1080P,http://10.0.0.2:4022/rtp/239.76.245.242:1234
CHC家庭影院1080P,http://10.0.0.2:4022/rtp/239.76.245.241:1234
第一剧场1080P,http://10.0.0.2:4022/rtp/239.76.247.49:1234
风云剧场1080P,http://10.0.0.2:4022/rtp/239.76.247.50:1234
风云音乐1080P,http://10.0.0.2:4022/rtp/239.76.247.51:1234
风云足球1080P,http://10.0.0.2:4022/rtp/239.76.247.52:1234
怀旧剧场1080P,http://10.0.0.2:4022/rtp/239.76.247.53:1234
女姓时尚1080P,http://10.0.0.2:4022/rtp/239.76.247.55:1234
央视精品1080P,http://10.0.0.2:4022/rtp/239.76.247.56:1234
世界地理1080P,http://10.0.0.2:4022/rtp/239.76.247.57:1234
央视台球1080P,http://10.0.0.2:4022/rtp/239.76.247.58:1234
兵器科技1080P,http://10.0.0.2:4022/rtp/239.76.247.59:1234
电视指南1080P,http://10.0.0.2:4022/rtp/239.76.247.61:1234
央视网球1080P,http://10.0.0.2:4022/rtp/239.76.247.62:1234
湖南卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.101:1234
湖南经视1080P,http://10.0.0.2:4022/rtp/239.76.246.103:1234
湖南国际1080P,http://10.0.0.2:4022/rtp/239.76.246.102:1234
湖南都市1080P,http://10.0.0.2:4022/rtp/239.76.246.104:1234
湖南娱乐1080P,http://10.0.0.2:4022/rtp/239.76.246.105:1234
湖南电影1080P,http://10.0.0.2:4022/rtp/239.76.246.106:1234
湖南公共1080P,http://10.0.0.2:4022/rtp/239.76.246.109:1234
湖南电视剧1080P,http://10.0.0.2:4022/rtp/239.76.246.108:1234
湖南教育1080P,http://10.0.0.2:4022/rtp/239.76.245.233:1234
长沙女姓1080P,http://10.0.0.2:4022/rtp/239.76.245.23:1234
长沙影视1080P,http://10.0.0.2:4022/rtp/239.76.245.204:1234
长沙政法1080P,http://10.0.0.2:4022/rtp/239.76.246.122:1234
长沙新闻1080P,http://10.0.0.2:4022/rtp/239.76.246.121:1234
湘西综合1080P,http://10.0.0.2:4022/rtp/239.76.245.208:1234
湘西公共1080P,http://10.0.0.2:4022/rtp/239.76.245.209:1234
张家界综合1080P,http://10.0.0.2:4022/rtp/239.76.245.234:1234
张家界公共1080P,http://10.0.0.2:4022/rtp/239.76.245.235:1234
浏阳县台1080P,http://10.0.0.2:4022/rtp/239.76.248.6:1234
常德综合1080P,http://10.0.0.2:4022/rtp/239.76.248.10:1234
常德公共1080P,http://10.0.0.2:4022/rtp/239.76.248.11:1234
衡阳综合1080P,http://10.0.0.2:4022/rtp/239.76.248.13:1234
衡阳公共1080P,http://10.0.0.2:4022/rtp/239.76.248.14:1234
娄底综合1080P,http://10.0.0.2:4022/rtp/239.76.248.18:1234
娄底公共1080P,http://10.0.0.2:4022/rtp/239.76.248.19:1234
娄底市台1080P,http://10.0.0.2:4022/rtp/239.76.248.20:1234
宁乡综合1080P,http://10.0.0.2:4022/rtp/239.76.248.57:1234
邵阳综合1080P,http://10.0.0.2:4022/rtp/239.76.248.21:1234
永州综合1080P,http://10.0.0.2:4022/rtp/239.76.248.23:1234
怀化综合1080P,http://10.0.0.2:4022/rtp/239.76.248.12:1234
溆浦综合1080P,http://10.0.0.2:4022/rtp/239.76.248.25:1234
衡阳县台1080P,http://10.0.0.2:4022/rtp/239.76.248.26:1234
桂东融媒1080P,http://10.0.0.2:4022/rtp/239.76.246.231:1234
广东卫视1080P,http://10.0.0.2:4022/rtp/239.76.245.189:1234
东南卫视1080P,http://10.0.0.2:4022/rtp/239.76.245.190:1234
安徽卫视1080P,http://10.0.0.2:4022/rtp/239.76.245.196:1234
辽宁卫视1080P,http://10.0.0.2:4022/rtp/239.76.245.197:1234
江西卫视1080P,http://10.0.0.2:4022/rtp/239.76.245.225:1234
河北卫视1080P,http://10.0.0.2:4022/rtp/239.76.245.199:1234
贵州卫视1080P,http://10.0.0.2:4022/rtp/239.76.245.198:1234
江苏卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.181:1234
东方卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.186:1234
浙江卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.182:1234
北京卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.184:1234
天津卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.185:1234
深圳卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.188:1234
湖北卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.193:1234
山东卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.195:1234
黑龙江卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.200:1234
吉林卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.201:1234
河南卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.202:1234
海南卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.203:1234
四川卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.91:1234
重庆卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.92:1234
甘肃卫视1080P,http://10.0.0.2:4022/rtp/239.76.246.94:1234
中国教育11080P,http://10.0.0.2:4022/rtp/239.76.245.192:1234
广西卫视1080P,http://10.0.0.2:4022/rtp/239.76.247.54:1234
云南卫视1080P,http://10.0.0.2:4022/rtp/239.76.247.60:1234
陕西卫视1080P,http://10.0.0.2:4022/rtp/239.76.247.76:1234
青海卫视1080P,http://10.0.0.2:4022/rtp/239.76.247.132:1234
金色夕阳1080P,http://10.0.0.2:4022/rtp/239.76.247.43:1234
都市剧场1080P,http://10.0.0.2:4022/rtp/239.76.246.215:1234
北京卡酷1080P,http://10.0.0.2:4022/rtp/239.76.247.81:1234
金鹰卡通1080P,http://10.0.0.2:4022/rtp/239.76.246.107:1234
金鹰纪实1080P,http://10.0.0.2:4022/rtp/239.76.246.110:1234
河南梨园1080P,http://10.0.0.2:4022/rtp/239.76.245.179:1234
文物宝库1080P,http://10.0.0.2:4022/rtp/239.76.245.180:1234
武术世界1080P,http://10.0.0.2:4022/rtp/239.76.245.181:1234
全纪实1080P,http://10.0.0.2:4022/rtp/239.76.246.137:1234
法治天地1080P,http://10.0.0.2:4022/rtp/239.76.246.138:1234
生活时尚1080P,http://10.0.0.2:4022/rtp/239.76.246.223:1234
健康电视1080P,http://10.0.0.2:4022/rtp/239.76.246.127:1234
体育频道1080P,http://10.0.0.2:4022/rtp/239.76.246.136:1234
极速汽车1080P,http://10.0.0.2:4022/rtp/239.76.246.133:1234
动漫秀场1080P,http://10.0.0.2:4022/rtp/239.76.246.131:1234
游戏风云1080P,http://10.0.0.2:4022/rtp/239.76.246.132:1234
快乐垂钓1080P,http://10.0.0.2:4022/rtp/239.76.246.5:1234
茶频道1080P,http://10.0.0.2:4022/rtp/239.76.245.239:1234

cctv4k,#genre#
cctv4k,http://10.0.0.1:5678/xxtv4k.php

浙江组播,#genre#
CCTV1,http://www.jiehome.top:8888/rtp/233.50.201.118:5140
CCTV1,http://www.jiehome.top:8888/rtp/233.50.201.222:5140
CCTV1,http://www.jiehome.top:8888/rtp/233.50.200.99:5140
CCTV1,http://www.jiehome.top:8888/rtp/233.50.200.130:5140
CCTV1,http://www.jiehome.top:8888/rtp/233.50.200.247:5140
CCTV1,http://www.jiehome.top:8888/rtp/233.50.200.143:5140
CCTV2,http://www.jiehome.top:8888/rtp/233.50.201.119:5140
CCTV2,http://www.jiehome.top:8888/rtp/233.50.200.25:5140
CCTV2,http://www.jiehome.top:8888/rtp/233.50.200.100:5140
CCTV3,http://www.jiehome.top:8888/rtp/233.50.201.196:5140
CCTV3,http://www.jiehome.top:8888/rtp/233.50.200.107:5140
CCTV4,http://www.jiehome.top:8888/rtp/233.50.200.101:5140
CCTV5,http://www.jiehome.top:8888/rtp/233.50.201.197:5140
CCTV5,http://www.jiehome.top:8888/rtp/233.50.200.108:5140
CCTV5+,http://www.jiehome.top:8888/rtp/233.50.201.220:5140
CCTV6,http://www.jiehome.top:8888/rtp/233.50.201.198:5140
CCTV6,http://www.jiehome.top:8888/rtp/233.50.200.109:5140
CCTV7,http://www.jiehome.top:8888/rtp/233.50.201.120:5140
CCTV7,http://www.jiehome.top:8888/rtp/233.50.200.24:5140
CCTV7,http://www.jiehome.top:8888/rtp/233.50.200.102:5140
CCTV8,http://www.jiehome.top:8888/rtp/233.50.201.199:5140
CCTV8,http://www.jiehome.top:8888/rtp/233.50.200.110:5140
CCTV9,http://www.jiehome.top:8888/rtp/233.50.201.121:5140
CCTV9,http://www.jiehome.top:8888/rtp/233.50.200.23:5140
CCTV10,http://www.jiehome.top:8888/rtp/233.50.201.122:5140
CCTV10,http://www.jiehome.top:8888/rtp/233.50.200.22:5140
CCTV12,http://www.jiehome.top:8888/rtp/233.50.201.123:5140
CCTV12,http://www.jiehome.top:8888/rtp/233.50.200.21:5140
CCTV13,http://www.jiehome.top:8888/rtp/233.50.201.246:5140
CCTV13,http://www.jiehome.top:8888/rtp/233.50.200.97:5140
CCTV13,http://www.jiehome.top:8888/rtp/233.50.200.111:5140
CCTV14,http://www.jiehome.top:8888/rtp/233.50.201.124:5140
CCTV14,http://www.jiehome.top:8888/rtp/233.50.200.103:5140
CCTV14,http://www.jiehome.top:8888/rtp/233.50.200.20:5140
CCTV16,http://www.jiehome.top:8888/rtp/233.50.201.192:5140
CCTV16,http://www.jiehome.top:8888/rtp/233.50.200.112:5140
CCTV16-4K,http://www.jiehome.top:8888/rtp/233.50.201.63:5140
CCTV17,http://www.jiehome.top:8888/rtp/233.50.200.113:5140
CETV4,http://www.jiehome.top:8888/rtp/233.50.200.162:5140
浙江卫视,http://www.jiehome.top:8888/rtp/233.50.201.100:5140
浙江卫视,http://www.jiehome.top:8888/rtp/233.50.200.145:5140
浙江卫视,http://www.jiehome.top:8888/rtp/233.50.200.231:5140
深圳卫视,http://www.jiehome.top:8888/rtp/233.50.201.101:5140
深圳卫视,http://www.jiehome.top:8888/rtp/233.50.200.188:5140
广东卫视,http://www.jiehome.top:8888/rtp/233.50.201.102:5140
广东卫视,http://www.jiehome.top:8888/rtp/233.50.200.149:5140
广东卫视,http://www.jiehome.top:8888/rtp/233.50.200.187:5140
湖南卫视,http://www.jiehome.top:8888/rtp/233.50.201.103:5140
湖南卫视,http://www.jiehome.top:8888/rtp/233.50.200.190:5140
天津卫视,http://www.jiehome.top:8888/rtp/233.50.201.104:5140
天津卫视,http://www.jiehome.top:8888/rtp/233.50.200.104:5140
山东卫视,http://www.jiehome.top:8888/rtp/233.50.201.105:5140
江苏卫视,http://www.jiehome.top:8888/rtp/233.50.201.106:5140
江苏卫视,http://www.jiehome.top:8888/rtp/233.50.200.144:5140
北京卫视,http://www.jiehome.top:8888/rtp/233.50.201.107:5140
北京卫视,http://www.jiehome.top:8888/rtp/233.50.200.179:5140
安徽卫视,http://www.jiehome.top:8888/rtp/233.50.201.113:5140
安徽卫视,http://www.jiehome.top:8888/rtp/233.50.200.106:5140
湖北卫视,http://www.jiehome.top:8888/rtp/233.50.201.114:5140
湖北卫视,http://www.jiehome.top:8888/rtp/233.50.200.147:5140
黑龙江卫视,http://www.jiehome.top:8888/rtp/233.50.201.115:5140
黑龙江卫视,http://www.jiehome.top:8888/rtp/233.50.200.189:5140
东方卫视,http://www.jiehome.top:8888/rtp/233.50.201.125:5140
东方卫视,http://www.jiehome.top:8888/rtp/233.50.200.146:5140
四川卫视,http://www.jiehome.top:8888/rtp/233.50.201.139:5140
四川卫视,http://www.jiehome.top:8888/rtp/233.50.200.118:5140
河北卫视,http://www.jiehome.top:8888/rtp/233.50.201.140:5140
河北卫视,http://www.jiehome.top:8888/rtp/233.50.200.105:5140
辽宁卫视,http://www.jiehome.top:8888/rtp/233.50.201.141:5140
贵州卫视,http://www.jiehome.top:8888/rtp/233.50.201.142:5140
重庆卫视,http://www.jiehome.top:8888/rtp/233.50.201.143:5140
重庆卫视,http://www.jiehome.top:8888/rtp/233.50.200.114:5140
河南卫视,http://www.jiehome.top:8888/rtp/233.50.201.144:5140
江西卫视,http://www.jiehome.top:8888/rtp/233.50.201.145:5140
江西卫视,http://www.jiehome.top:8888/rtp/233.50.200.119:5140
东南卫视,http://www.jiehome.top:8888/rtp/233.50.201.146:5140
云南卫视,http://www.jiehome.top:8888/rtp/233.50.200.115:5140
浙江钱江都市,http://www.jiehome.top:8888/rtp/233.50.201.132:5140
浙江经济生活,http://www.jiehome.top:8888/rtp/233.50.201.133:5140
浙江教科影视,http://www.jiehome.top:8888/rtp/233.50.201.134:5140
浙江民生休闲,http://www.jiehome.top:8888/rtp/233.50.201.136:5140
浙江新闻,http://www.jiehome.top:8888/rtp/233.50.201.137:5140
浙江少儿,http://www.jiehome.top:8888/rtp/233.50.201.138:5140
浙江之江纪录,http://www.jiehome.top:8888/rtp/233.50.202.25:5140
杭州-1综合,http://www.jiehome.top:8888/rtp/233.50.201.173:5140
杭州-2明珠,http://www.jiehome.top:8888/rtp/233.50.201.174:5140
杭州-3生活,http://www.jiehome.top:8888/rtp/233.50.201.175:5140
杭州-4影视,http://www.jiehome.top:8888/rtp/233.50.201.176:5140
杭州-5少体,http://www.jiehome.top:8888/rtp/233.50.201.177:5140
宁波-1新闻综合,http://www.jiehome.top:8888/rtp/233.50.201.168:5140
宁波-2经济生活,http://www.jiehome.top:8888/rtp/233.50.201.178:5140
宁波-3都市文体,http://www.jiehome.top:8888/rtp/233.50.201.179:5140
宁波-4影视剧,http://www.jiehome.top:8888/rtp/233.50.201.180:5140
宁波-5少儿,http://www.jiehome.top:8888/rtp/233.50.201.181:5140
温州新闻,http://www.jiehome.top:8888/rtp/233.50.201.87:5140
绍兴新闻,http://www.jiehome.top:8888/rtp/233.50.201.156:5140
衢州新闻,http://www.jiehome.top:8888/rtp/233.50.202.11:5140
衢州公共,http://www.jiehome.top:8888/rtp/233.50.202.12:5140
杭州导视,http://www.jiehome.top:8888/rtp/233.50.201.182:5140
游戏风云,http://www.jiehome.top:8888/rtp/233.50.201.183:5140
动漫秀场,http://www.jiehome.top:8888/rtp/233.50.201.184:5140
动漫秀场,http://www.jiehome.top:8888/rtp/233.50.200.12:5140
乐游,http://www.jiehome.top:8888/rtp/233.50.201.185:5140
乐游,http://www.jiehome.top:8888/rtp/233.50.200.148:5140
金色学堂,http://www.jiehome.top:8888/rtp/233.50.201.186:5140
金色学堂,http://www.jiehome.top:8888/rtp/233.50.200.122:5140
生活时尚,http://www.jiehome.top:8888/rtp/233.50.201.187:5140
生活时尚,http://www.jiehome.top:8888/rtp/233.50.200.15:5140
欢笑剧场,http://www.jiehome.top:8888/rtp/233.50.201.189:5140
欢笑剧场,http://www.jiehome.top:8888/rtp/233.50.200.229:5140
都市剧场,http://www.jiehome.top:8888/rtp/233.50.201.190:5140
都市剧场,http://www.jiehome.top:8888/rtp/233.50.200.11:5140
法治天地,http://www.jiehome.top:8888/rtp/233.50.201.191:5140
法治天地,http://www.jiehome.top:8888/rtp/233.50.200.120:5140
游戏风云,http://www.jiehome.top:8888/rtp/233.50.200.14:5140
第一财*,http://www.jiehome.top:8888/rtp/233.50.200.125:5140
快乐垂钓,http://www.jiehome.top:8888/rtp/233.50.201.109:5140
快乐垂钓,http://www.jiehome.top:8888/rtp/233.50.200.123:5140
茶频道,http://www.jiehome.top:8888/rtp/233.50.201.188:5140
茶频道,http://www.jiehome.top:8888/rtp/233.50.200.124:5140
新视觉,http://www.jiehome.top:8888/rtp/233.50.201.244:5140
好易购,http://www.jiehome.top:8888/rtp/233.50.201.248:5140
晴彩竞技,http://www.jiehome.top:8888/rtp/233.50.201.193:5140
晴彩竞技,http://www.jiehome.top:8888/rtp/233.50.202.26:5140
晴彩篮球,http://www.jiehome.top:8888/rtp/233.50.201.194:5140
晴彩篮球,http://www.jiehome.top:8888/rtp/233.50.202.27:5140
晴彩羽毛球,http://www.jiehome.top:8888/rtp/233.50.201.195:5140
晴彩羽毛球,http://www.jiehome.top:8888/rtp/233.50.202.28:5140
晴彩广场舞,http://www.jiehome.top:8888/rtp/233.50.202.29:5140
浙江之声,http://www.jiehome.top:8888/rtp/233.50.201.79:5140
浙江新闻,http://www.jiehome.top:8888/rtp/233.50.201.80:5140
经济广播,http://www.jiehome.top:8888/rtp/233.50.201.81:5140
音乐调频,http://www.jiehome.top:8888/rtp/233.50.201.82:5140
交通之声,http://www.jiehome.top:8888/rtp/233.50.201.83:5140
旅游之声,http://www.jiehome.top:8888/rtp/233.50.201.84:5140
城市之声,http://www.jiehome.top:8888/rtp/233.50.201.85:5140
民生资讯,http://www.jiehome.top:8888/rtp/233.50.201.86:5140
浙江电影,http://www.jiehome.top:8888/rtp/233.50.201.108:5140
高清娱乐,http://www.jiehome.top:8888/rtp/233.50.201.116:5140
探索纪录,http://www.jiehome.top:8888/rtp/233.50.201.117:5140
影视指南,http://www.jiehome.top:8888/rtp/233.50.201.226:5140


北京组播,#genre#
BRTV北京卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.241:8000
BRTV新闻[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.159:8000
BRTV影视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.158:8000
BRTV文艺[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.242:8000
BRTV财经[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.116:8000
BRTV生活[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.117:8000
BRTV青年[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.115:8000
BRTV卡酷少儿[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.189:8000
BRTV冬奥纪实[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.243:8000
BTV国际频道,http://hema.vps.malash.net:4022/rtp/239.3.1.235:8000
CCTV-1 综合[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.129:8008
CCTV-2 财经[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.60:8084
CCTV-3 综艺[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.172:8001
CCTV-4 中文国际[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.105:8092
CCTV-5 体育[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.173:8001
CCTV-5+ 体育赛事[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.130:8004
CCTV-6 电影[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.174:8001
CCTV-7 国防军事[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.61:8104
CCTV-8 电视剧[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.175:8001
CCTV-9 纪录[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.62:8112
CCTV-10 科教[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.63:8116
CCTV-11 戏曲[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.152:8120
CCTV-12 社会与法[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.64:8124
CCTV-13 新闻[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.124:8128
CCTV-14 少儿[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.65:8132
CCTV-15 音乐[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.153:8136
CCTV-17,http://hema.vps.malash.net:4022/rtp/239.3.1.151:8144
4K超清[超清],http://hema.vps.malash.net:4022/rtp/239.3.1.249:8001
爱上4K[超清],http://hema.vps.malash.net:4022/rtp/239.3.1.236:2000
淘电影[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.250:8001
每日影院[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.94:4120
动作影院,http://hema.vps.malash.net:4022/rtp/239.3.1.92:4120
光影,http://hema.vps.malash.net:4022/rtp/239.3.1.84:4120
喜剧影院,http://hema.vps.malash.net:4022/rtp/239.3.1.91:4120
家庭影院,http://hema.vps.malash.net:4022/rtp/239.3.1.93:4120
精选,http://hema.vps.malash.net:4022/rtp/239.3.1.74:4120
经典电影,http://hema.vps.malash.net:4022/rtp/239.3.1.195:9024
纪实人文[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.212:8060
金鹰纪实[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.58:8156
风尚生活[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.71:4120
淘剧场[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.95:8001
幸福剧场[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.100:8001
幸福娱乐[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.238:8001
萌宠TV[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.102:8001
湖南卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.132:8012
东方卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.136:8032
浙江卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.137:8036
江苏卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.135:8028
深圳卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.134:8020
广东卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.142:8048
安徽卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.211:8064
天津卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.141:1234
重庆卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.122:8160
山东卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.209:8052
黑龙江卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.133:8016
河北卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.148:8072
辽宁卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.210:8056
湖北卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.138:8044
吉林卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.240:8172
贵州卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.149:8076
东南卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.156:8148
江西卫视[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.123:8164
海南卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.45:8304
云南卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.26:8108
兵团卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.144:4120
厦门卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.143:4120
四川卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.29:8288
南方卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.161:8001
宁夏卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.46:8124
山西卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.42:8172
广西卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.39:8300
新疆卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.48:8160
河南卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.27:8128
甘肃卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.49:8188
西藏卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.47:8164
三沙卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.155:4120
陕西卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.41:8140
青海卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.44:8184
内蒙古卫视,http://hema.vps.malash.net:4022/rtp/239.3.1.43:8176
中国交通[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.188:8001
朝阳融媒[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.163:8001
通州融媒[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.221:8001
密云电视台[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.154:8001
延庆电视台,http://hema.vps.malash.net:4022/rtp/239.3.1.187:8001
房山电视台,http://hema.vps.malash.net:4022/rtp/239.3.1.96:8001
CCTV-4 中文国际 欧洲[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.213:4220
CCTV-4 中文国际 美洲[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.214:4220
CGTN 新闻[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.215:4220
CGTN 记录[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.216:4220
CGTN 西班牙语[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.217:4220
CGTN 法语[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.218:4220
CGTN 阿拉伯语[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.219:4220
CGTN 俄语[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.220:4220
睛彩竞技[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.125:8001
睛彩篮球[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.126:8001
睛彩羽毛球[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.127:8001
睛彩广场舞[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.128:8001
茶频道[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.165:8001
